editor_name,base_form,path_texture,pseudo_path,name_nif
DweFacadeHallSm4way01Snow,00076603,Dungeons\Dwemer\Facades\DweFacadeHallSm4way01.nif,dungeons/dwemer/facades/dwefacadehallsm4way01.nif,dwefacadehallsm4way01
DwePlatBgMid01Snow,00076604,Dungeons\Dwemer\Platforms\DwePlatBgMid01.nif,dungeons/dwemer/platforms/dweplatbgmid01.nif,dweplatbgmid01
DwePlatBgMid02Snow,00076605,Dungeons\Dwemer\Platforms\DwePlatBgMid02.nif,dungeons/dwemer/platforms/dweplatbgmid02.nif,dweplatbgmid02
DwePlatBgStairCapL01Snow,00076606,Dungeons\Dwemer\Platforms\DwePlatBgStairCapL01.nif,dungeons/dwemer/platforms/dweplatbgstaircapl01.nif,dweplatbgstaircapl01
DwePlatBgStairCapR01Snow,00076607,Dungeons\Dwemer\Platforms\DwePlatBgStairCapR01.nif,dungeons/dwemer/platforms/dweplatbgstaircapr01.nif,dweplatbgstaircapr01
DwePlatBgStairMid01Snow,00076608,Dungeons\Dwemer\Platforms\DwePlatBgStairMid01.nif,dungeons/dwemer/platforms/dweplatbgstairmid01.nif,dweplatbgstairmid01
DwePlatBgStairMid02Snow,00076609,Dungeons\Dwemer\Platforms\DwePlatBgStairMid02.nif,dungeons/dwemer/platforms/dweplatbgstairmid02.nif,dweplatbgstairmid02
DwePlatBgStairSingle01Snow,0007660A,Dungeons\Dwemer\Platforms\DwePlatBgStairSingle01.nif,dungeons/dwemer/platforms/dweplatbgstairsingle01.nif,dweplatbgstairsingle01
DwePlatBgWall01Snow,0007660B,Dungeons\Dwemer\Platforms\DwePlatBgWall01.nif,dungeons/dwemer/platforms/dweplatbgwall01.nif,dweplatbgwall01
DwePlatBgWall02Snow,0007660C,Dungeons\Dwemer\Platforms\DwePlatBgWall02.nif,dungeons/dwemer/platforms/dweplatbgwall02.nif,dweplatbgwall02
DwePlatBgCorOut01Snow,0007660D,Dungeons\Dwemer\Platforms\DwePlatBgCorOut01.nif,dungeons/dwemer/platforms/dweplatbgcorout01.nif,dweplatbgcorout01
DwePlatBgCorIn01Snow,0007660E,Dungeons\Dwemer\Platforms\DwePlatBgCorIn01.nif,dungeons/dwemer/platforms/dweplatbgcorin01.nif,dweplatbgcorin01
DweHitchPost01Snow,0007660F,Dungeons\Dwemer\Platforms\DweHitchPost01.nif,dungeons/dwemer/platforms/dwehitchpost01.nif,dwehitchpost01
DweFloorRaised01Snow,00076629,Dungeons\Dwemer\Rubble\DweFloorRaised01.nif,dungeons/dwemer/rubble/dwefloorraised01.nif,dwefloorraised01
NorExtWallBg2Way01Snow,00076922,Dungeons\Nordic\Exterior\Walls\NorExtWallBg2Way01.nif,dungeons/nordic/exterior/walls/norextwallbg2way01.nif,norextwallbg2way01
NorExtRubblePile03_HeavySN,00076924,Dungeons\Nordic\Exterior\Rubble\NorExtRubblePile03.nif,dungeons/nordic/exterior/rubble/norextrubblepile03.nif,norextrubblepile03
NorExtRubblePile05_HeavySN,00076938,Dungeons\Nordic\Exterior\Rubble\NorExtRubblePile05.nif,dungeons/nordic/exterior/rubble/norextrubblepile05.nif,norextrubblepile05
WitchlightMesh,00076B02,Actors\Witchlight\Character Assets\WitchlightMesh.nif,actors/witchlight/character assets/witchlightmesh.nif,witchlightmesh
HighPolyBookTest01,00076E8F,Clutter\Books\TestBook01HighPoly.nif,clutter/books/testbook01highpoly.nif,testbook01highpoly
SMdFEntSol02,00077071,Architecture\Solitude\Interiors\SMdFEntSol02.nif,architecture/solitude/interiors/smdfentsol02.nif,smdfentsol02
SMdFEntSol01,00077079,Architecture\Solitude\Interiors\SMdFEntSol01.nif,architecture/solitude/interiors/smdfentsol01.nif,smdfentsol01
SMdFTraDor01,00077084,Architecture\Solitude\Interiors\SMdFTraDor01.nif,architecture/solitude/interiors/smdftrador01.nif,smdftrador01
SMdFTraDor02,00077085,Architecture\Solitude\Interiors\SMdFTraDor02.nif,architecture/solitude/interiors/smdftrador02.nif,smdftrador02
NorSarcophagusBroken01ice,000770D3,Clutter\Ruins\RuinsFurnitureRubble01.nif,clutter/ruins/ruinsfurniturerubble01.nif,ruinsfurniturerubble01
RuinsBrokenTable01ice,000770D4,Clutter\Ruins\RuinsFurnitureRubble03.nif,clutter/ruins/ruinsfurniturerubble03.nif,ruinsfurniturerubble03
RuinsBrokenShelf04ice,000770D5,Clutter\Ruins\RuinsFurnitureRubble08.nif,clutter/ruins/ruinsfurniturerubble08.nif,ruinsfurniturerubble08
NorSarcophagusTopice,000770DD,Clutter\Ruins\RuinsSarcophagus_Top01.nif,clutter/ruins/ruinssarcophagus_top01.nif,ruinssarcophagus_top01
CommonTableSquare01ice,000770DF,Clutter\Common\CommonTableSquare01.nif,clutter/common/commontablesquare01.nif,commontablesquare01
MineScaffoldTop2Sided02ice,000770F9,Dungeons\Mines\Scaffolding\MineScaffoldTop2Sided02.nif,dungeons/mines/scaffolding/minescaffoldtop2sided02.nif,minescaffoldtop2sided02
MineScaffoldRamp01ice,00077116,Dungeons\Mines\Scaffolding\MineScaffoldRamp01.nif,dungeons/mines/scaffolding/minescaffoldramp01.nif,minescaffoldramp01
MineScaffoldBase0Sided01ice,00077117,Dungeons\Mines\Scaffolding\MineScaffoldBase0Sided01.nif,dungeons/mines/scaffolding/minescaffoldbase0sided01.nif,minescaffoldbase0sided01
NorDragonStatueMetal01ice,00077118,Dungeons\Nordic\RuinsDragonStatueMetal01.nif,dungeons/nordic/ruinsdragonstatuemetal01.nif,ruinsdragonstatuemetal01
MineWoodplanks04ice,00077119,Dungeons\Mines\Clutter\MineWoodplanks04.nif,dungeons/mines/clutter/minewoodplanks04.nif,minewoodplanks04
MineWoodplanks01ice,0007711B,Dungeons\Mines\Clutter\MineWoodplanks01.nif,dungeons/mines/clutter/minewoodplanks01.nif,minewoodplanks01
WoodenBarStool01Staticice,0007711C,Furniture\WoodenBarStool01.nif,furniture/woodenbarstool01.nif,woodenbarstool01
MineWoodplanks02ice,00077120,Dungeons\Mines\Clutter\MineWoodplanks02.nif,dungeons/mines/clutter/minewoodplanks02.nif,minewoodplanks02
NorTable01NoShadowice,00077121,Clutter\Ruins\RuinsTable01.nif,clutter/ruins/ruinstable01.nif,ruinstable01
NorSarcophagusBottomice,00077122,Clutter\Ruins\RuinsSarcophagus_Bottom01.nif,clutter/ruins/ruinssarcophagus_bottom01.nif,ruinssarcophagus_bottom01
NorRubblePileCeiling02ice,00077125,Dungeons\Nordic\Rubble\NorRubblePileCeiling02.nif,dungeons/nordic/rubble/norrubblepileceiling02.nif,norrubblepileceiling02
NorRubblePile06ice,00077127,Dungeons\Nordic\Rubble\NorRubblePile06.nif,dungeons/nordic/rubble/norrubblepile06.nif,norrubblepile06
NorRubblePile07ice,0007712D,Dungeons\Nordic\Rubble\NorRubblePile07.nif,dungeons/nordic/rubble/norrubblepile07.nif,norrubblepile07
NorSarcophagusVertBottom03ice,0007712E,Clutter\Ruins\RuinsSarcophagusVert03.nif,clutter/ruins/ruinssarcophagusvert03.nif,ruinssarcophagusvert03
NorRubblePiece04ice,0007712F,Dungeons\Nordic\Rubble\NorRubblePiece04.nif,dungeons/nordic/rubble/norrubblepiece04.nif,norrubblepiece04
NorRubblePile08ice,00077130,Dungeons\Nordic\Rubble\NorRubblePile08.nif,dungeons/nordic/rubble/norrubblepile08.nif,norrubblepile08
UpperTable01,0007724B,Clutter\Upperclass\UpperTable01.nif,clutter/upperclass/uppertable01.nif,uppertable01
OrcLonghouse01,0007727F,Architecture\OrcLonghouse\OrcLonghouse01.nif,architecture/orclonghouse/orclonghouse01.nif,orclonghouse01
WRIntShield04,00077283,Architecture\WhiteRun\WRClutter\WRIntShield04.nif,architecture/whiterun/wrclutter/wrintshield04.nif,wrintshield04
WRIntShield03,00077284,Architecture\WhiteRun\WRClutter\WRIntShield03.nif,architecture/whiterun/wrclutter/wrintshield03.nif,wrintshield03
WRIntShield02,00077285,Architecture\WhiteRun\WRClutter\WRIntShield02.nif,architecture/whiterun/wrclutter/wrintshield02.nif,wrintshield02
WRIntShield07,00077286,Architecture\WhiteRun\WRClutter\WRIntShield07.nif,architecture/whiterun/wrclutter/wrintshield07.nif,wrintshield07
WRIntShield06,00077287,Architecture\WhiteRun\WRClutter\WRIntShield06.nif,architecture/whiterun/wrclutter/wrintshield06.nif,wrintshield06
WRIntShield05,00077288,Architecture\WhiteRun\WRClutter\WRIntShield05.nif,architecture/whiterun/wrclutter/wrintshield05.nif,wrintshield05
SLgGTraDor01,0007729E,Architecture\Solitude\Interiors\SLgGTraDor01.nif,architecture/solitude/interiors/slggtrador01.nif,slggtrador01
RockL05SnowLight,00077333,Landscape\Rocks\RockL05.nif,landscape/rocks/rockl05.nif,rockl05
CaveIHall1Way128U01ice,000773C5,Dungeons\Caves\Ice\SmallHall\CaveIHall1Way128U01.nif,dungeons/caves/ice/smallhall/caveihall1way128u01.nif,caveihall1way128u01
CaveIHall2Way01ice,000773C6,Dungeons\Caves\Ice\SmallHall\CaveIHall2Way01.nif,dungeons/caves/ice/smallhall/caveihall2way01.nif,caveihall2way01
CaveIHall1Way128R01ice,000773C7,Dungeons\Caves\Ice\SmallHall\CaveIHall1Way128R01.nif,dungeons/caves/ice/smallhall/caveihall1way128r01.nif,caveihall1way128r01
CaveIHall1Way64D01ice,000773C8,Dungeons\Caves\Ice\SmallHall\CaveIHall1Way64D01.nif,dungeons/caves/ice/smallhall/caveihall1way64d01.nif,caveihall1way64d01
CaveIRoomDoorB02ice,000773C9,Dungeons\Caves\Ice\SmallRoom\CaveIRoomDoorB02.nif,dungeons/caves/ice/smallroom/caveiroomdoorb02.nif,caveiroomdoorb02
CaveIRoomCorner01ice,000773CA,Dungeons\Caves\Ice\SmallRoom\CaveIRoomCorner01.nif,dungeons/caves/ice/smallroom/caveiroomcorner01.nif,caveiroomcorner01
CaveIRoomCorner02ice,000773CB,Dungeons\Caves\Ice\SmallRoom\CaveIRoomCorner02.nif,dungeons/caves/ice/smallroom/caveiroomcorner02.nif,caveiroomcorner02
CaveIRoomWall01ice,000773D8,Dungeons\Caves\Ice\SmallRoom\CaveIRoomWall01.nif,dungeons/caves/ice/smallroom/caveiroomwall01.nif,caveiroomwall01
CaveIRoomMid01ice,000773DB,Dungeons\Caves\Ice\SmallRoom\CaveIRoomMid01.nif,dungeons/caves/ice/smallroom/caveiroommid01.nif,caveiroommid01
CaveIRoomICorner01ice,000773DC,Dungeons\Caves\Ice\SmallRoom\CaveIRoomICorner01.nif,dungeons/caves/ice/smallroom/caveiroomicorner01.nif,caveiroomicorner01
CaveIRoomICorner04ice,000773DD,Dungeons\Caves\Ice\SmallRoom\CaveIRoomICorner04.nif,dungeons/caves/ice/smallroom/caveiroomicorner04.nif,caveiroomicorner04
CaveIRoomICorner03ice,000773DE,Dungeons\Caves\Ice\SmallRoom\CaveIRoomICorner03.nif,dungeons/caves/ice/smallroom/caveiroomicorner03.nif,caveiroomicorner03
CaveIRoomWall03ice,000773DF,Dungeons\Caves\Ice\SmallRoom\CaveIRoomWall03.nif,dungeons/caves/ice/smallroom/caveiroomwall03.nif,caveiroomwall03
CaveIRoomICorner02ice,000773E0,Dungeons\Caves\Ice\SmallRoom\CaveIRoomICorner02.nif,dungeons/caves/ice/smallroom/caveiroomicorner02.nif,caveiroomicorner02
CaveIRoomCorner04ice,000773E1,Dungeons\Caves\Ice\SmallRoom\CaveIRoomCorner04.nif,dungeons/caves/ice/smallroom/caveiroomcorner04.nif,caveiroomcorner04
CaveIRoomWall04ice,000773E2,Dungeons\Caves\Ice\SmallRoom\CaveIRoomWall04.nif,dungeons/caves/ice/smallroom/caveiroomwall04.nif,caveiroomwall04
StockadePike01_sn,0007746C,Clutter\Stockade\StockadePike01.nif,clutter/stockade/stockadepike01.nif,stockadepike01
RockCliff08Snow_HeavySN,000774BC,Landscape\Rocks\RockCliff08.nif,landscape/rocks/rockcliff08.nif,rockcliff08
RockPileS04Snow01Light_SN,00077569,Landscape\Rocks\RockPileS04.nif,landscape/rocks/rockpiles04.nif,rockpiles04
WinterholdTowerIntWall04,000775A3,Architecture\Winterhold\WinterholdTowerIntWall04.nif,architecture/winterhold/winterholdtowerintwall04.nif,winterholdtowerintwall04
WinterholdTowerIntWall05,000775AF,Architecture\Winterhold\WinterholdTowerIntWall05.nif,architecture/winterhold/winterholdtowerintwall05.nif,winterholdtowerintwall05
RockPileS04PineForest01,000775B7,Landscape\Rocks\RockPileS04.nif,landscape/rocks/rockpiles04.nif,rockpiles04
MountainTrim01CoastBeach01,000775FD,Landscape\Mountains\MountainTrim01.nif,landscape/mountains/mountaintrim01.nif,mountaintrim01
WinterholdTowerIntWall06,00077606,Architecture\Winterhold\WinterholdTowerIntWall06.nif,architecture/winterhold/winterholdtowerintwall06.nif,winterholdtowerintwall06
WinterholdTowerIntWall07,0007767A,Architecture\Winterhold\WinterholdTowerIntWall07.nif,architecture/winterhold/winterholdtowerintwall07.nif,winterholdtowerintwall07
WinterholdTowerIntWall08,0007767B,Architecture\Winterhold\WinterholdTowerIntWall08.nif,architecture/winterhold/winterholdtowerintwall08.nif,winterholdtowerintwall08
1stPersonNettlebane,000777C4,Weapons\Ebony\1stPersonEbonyDagger.nif,weapons/ebony/1stpersonebonydagger.nif,1stpersonebonydagger
CaveIHall1Way64R01ice,00077B80,Dungeons\Caves\Ice\SmallHall\CaveIHall1Way64R01.nif,dungeons/caves/ice/smallhall/caveihall1way64r01.nif,caveihall1way64r01
CaveIHall1Way01ice,00077B81,Dungeons\Caves\Ice\SmallHall\CaveIHall1Way01.nif,dungeons/caves/ice/smallhall/caveihall1way01.nif,caveihall1way01
NorRmSmMidFloorOnly01ice,00077BCE,Dungeons\Nordic\SmRooms\NorRmSmMidFloorOnly01.nif,dungeons/nordic/smrooms/norrmsmmidflooronly01.nif,norrmsmmidflooronly01
NorPlatBgFloorRaised01ice,00077BEB,Dungeons\Nordic\Platforms\NorPlatBgFloorRaised01.nif,dungeons/nordic/platforms/norplatbgfloorraised01.nif,norplatbgfloorraised01
WHIntTemple01,00077C05,Architecture\Windhelm\InteriorKits\WHIntTemple01.nif,architecture/windhelm/interiorkits/whinttemple01.nif,whinttemple01
RockPileS02Snow01Snow,00077C8E,Landscape\Rocks\RockPileS02.nif,landscape/rocks/rockpiles02.nif,rockpiles02
RockPileS03PineForest01,00077D5E,Landscape\Rocks\RockPileS03.nif,landscape/rocks/rockpiles03.nif,rockpiles03
WHcenter,00077DC1,Architecture\Windhelm\WHcenter.nif,architecture/windhelm/whcenter.nif,whcenter
WHlooseblocks03,00077DD2,Architecture\Windhelm\WHlooseblocks03.nif,architecture/windhelm/whlooseblocks03.nif,whlooseblocks03
WHlooseblocks1,00077DD3,Architecture\Windhelm\WHlooseblocks1.nif,architecture/windhelm/whlooseblocks1.nif,whlooseblocks1
WHlooseblocks02,00077DD4,Architecture\Windhelm\WHlooseblocks02.nif,architecture/windhelm/whlooseblocks02.nif,whlooseblocks02
WHlooseblocks04,00077DDA,Architecture\Windhelm\WHlooseblocks04.nif,architecture/windhelm/whlooseblocks04.nif,whlooseblocks04
FarmhouseSmith01Snow,00077E90,Architecture\Farmhouse\Smith01.nif,architecture/farmhouse/smith01.nif,smith01
Farmhouse05Snow,00077E91,Architecture\Farmhouse\Farmhouse05.nif,architecture/farmhouse/farmhouse05.nif,farmhouse05
Farmhouse06Snow,00077E92,Architecture\Farmhouse\Farmhouse06.nif,architecture/farmhouse/farmhouse06.nif,farmhouse06
RockPileM01Snow01Heavy_SN,00077ED2,Landscape\Rocks\RockPileM01.nif,landscape/rocks/rockpilem01.nif,rockpilem01
WinterholdTowerIntWall09,00077EE9,Architecture\Winterhold\WinterholdTowerIntWall09.nif,architecture/winterhold/winterholdtowerintwall09.nif,winterholdtowerintwall09
WRIntCHFloorWoodPlatFloorStairs01,00077FA1,Architecture\WhiteRun\WRInteriors\WRJorvaskr\WRIntCHFloorWoodPlatFloorStairs01.nif,architecture/whiterun/wrinteriors/wrjorvaskr/wrintchfloorwoodplatfloorstairs01.nif,wrintchfloorwoodplatfloorstairs01
WRIntCHColCrossSupport01,00077FA3,Architecture\WhiteRun\WRInteriors\WRJorvaskr\WRIntCHColCrossSupport01.nif,architecture/whiterun/wrinteriors/wrjorvaskr/wrintchcolcrosssupport01.nif,wrintchcolcrosssupport01
WRIntCHColCrossSupport512,00077FA8,Architecture\WhiteRun\WRInteriors\WRJorvaskr\WRIntCHColCrossSupport512.nif,architecture/whiterun/wrinteriors/wrjorvaskr/wrintchcolcrosssupport512.nif,wrintchcolcrosssupport512
WRIntCHColCrossSupportSide,00077FAF,Architecture\WhiteRun\WRInteriors\WRJorvaskr\WRIntCHColCrossSupportSide.nif,architecture/whiterun/wrinteriors/wrjorvaskr/wrintchcolcrosssupportside.nif,wrintchcolcrosssupportside
WRIntCHColMetalBrace01,00077FB2,Architecture\WhiteRun\WRInteriors\WRJorvaskr\WRIntCHColMetalBrace01.nif,architecture/whiterun/wrinteriors/wrjorvaskr/wrintchcolmetalbrace01.nif,wrintchcolmetalbrace01
WRIntCHCol03,00077FB4,Architecture\WhiteRun\WRInteriors\WRJorvaskr\WRIntCHCol03.nif,architecture/whiterun/wrinteriors/wrjorvaskr/wrintchcol03.nif,wrintchcol03
WRIntCHWallFreeStr01short,00077FDD,Architecture\WhiteRun\WRInteriors\WRJorvaskr\WRIntCHWallFreeStr01short.nif,architecture/whiterun/wrinteriors/wrjorvaskr/wrintchwallfreestr01short.nif,wrintchwallfreestr01short
WRIntCHRoofEndCap01,00077FDF,Architecture\WhiteRun\WRInteriors\WRJorvaskr\WRIntCHRoofEndCap01.nif,architecture/whiterun/wrinteriors/wrjorvaskr/wrintchroofendcap01.nif,wrintchroofendcap01
WRIntCHRoofChimney01,00077FE3,Architecture\WhiteRun\WRInteriors\WRJorvaskr\WRIntCHRoofChimney01.nif,architecture/whiterun/wrinteriors/wrjorvaskr/wrintchroofchimney01.nif,wrintchroofchimney01
WRIntCHRoofTopStrChim01,00077FE4,Architecture\WhiteRun\WRInteriors\WRJorvaskr\WRIntCHRoofTopStrChim01.nif,architecture/whiterun/wrinteriors/wrjorvaskr/wrintchrooftopstrchim01.nif,wrintchrooftopstrchim01
WRIntCHLoftRailStr01,00077FE7,Architecture\WhiteRun\WRInteriors\WRJorvaskr\WRIntCHLoftRailStr01.nif,architecture/whiterun/wrinteriors/wrjorvaskr/wrintchloftrailstr01.nif,wrintchloftrailstr01
WRIntCHCol02,00077FE8,Architecture\WhiteRun\WRInteriors\WRJorvaskr\WRIntCHCol02.nif,architecture/whiterun/wrinteriors/wrjorvaskr/wrintchcol02.nif,wrintchcol02
WRIntShield01,00077FEC,Architecture\WhiteRun\WRClutter\WRIntShield01.nif,architecture/whiterun/wrclutter/wrintshield01.nif,wrintshield01
UpperTable01Custom01CH,00077FFC,Clutter\Upperclass\UpperTable01Custom01.nif,clutter/upperclass/uppertable01custom01.nif,uppertable01custom01
UpperTable01Custom01Cloth01,00078001,Clutter\Upperclass\UpperTable01Custom01Cloth01.nif,clutter/upperclass/uppertable01custom01cloth01.nif,uppertable01custom01cloth01
WRJovaskrBanner01,00078020,Architecture\WhiteRun\WRClutter\WRJovaskrBanner01.nif,architecture/whiterun/wrclutter/wrjovaskrbanner01.nif,wrjovaskrbanner01
WRIntCHColCrossSupport01Banner,00078028,Architecture\WhiteRun\WRClutter\WRIntCHColCrossSupport01Banner.nif,architecture/whiterun/wrclutter/wrintchcolcrosssupport01banner.nif,wrintchcolcrosssupport01banner
WRIntCHFloorStoneStr04,00078046,Architecture\WhiteRun\WRInteriors\WRJorvaskr\WRIntCHFloorStoneStr04.nif,architecture/whiterun/wrinteriors/wrjorvaskr/wrintchfloorstonestr04.nif,wrintchfloorstonestr04
CaveGLHall2Way01cLtSnow,000783A5,Dungeons\Caves\Green\LargeHall\CaveGLHall2Way01c.nif,dungeons/caves/green/largehall/caveglhall2way01c.nif,caveglhall2way01c
CaveGRockPileS01SnowLight,000783A7,Dungeons\Caves\Green\Rocks\CaveGRockPileS01.nif,dungeons/caves/green/rocks/cavegrockpiles01.nif,cavegrockpiles01
CaveGRockM03SnowLight,000783C2,Dungeons\Caves\Green\Rocks\CaveGRockM03.nif,dungeons/caves/green/rocks/cavegrockm03.nif,cavegrockm03
CaveGRockM01SnowLight,000783C3,Dungeons\Caves\Green\Rocks\CaveGRockM01.nif,dungeons/caves/green/rocks/cavegrockm01.nif,cavegrockm01
HHSteps13_HeavySN,00078628,Architecture\HighHrothgar\HHSteps13.nif,architecture/highhrothgar/hhsteps13.nif,hhsteps13
HHSteps13CurveR_HeavySN,0007863D,Architecture\HighHrothgar\HHSteps13CurveR.nif,architecture/highhrothgar/hhsteps13curver.nif,hhsteps13curver
HHSteps10,0007863E,Architecture\HighHrothgar\HHSteps10.nif,architecture/highhrothgar/hhsteps10.nif,hhsteps10
HHSteps10_HeavySN,00078640,Architecture\HighHrothgar\HHSteps10.nif,architecture/highhrothgar/hhsteps10.nif,hhsteps10
DweTrapThresherGroove,000786C2,Traps\SpinningRailBlade\SpinningRailBladeGroove01.nif,traps/spinningrailblade/spinningrailbladegroove01.nif,spinningrailbladegroove01
FarmInt2Doorway02NoDoor,000786CA,Architecture\Farmhouse\Interior\FarmInt2Doorway02NoDoor.nif,architecture/farmhouse/interior/farmint2doorway02nodoor.nif,farmint2doorway02nodoor
WHFXwindowglow01,00078A6C,Architecture\Windhelm\effects\WHFXwindowglow01.nif,architecture/windhelm/effects/whfxwindowglow01.nif,whfxwindowglow01
Whwallwulfharth,00078A9A,Architecture\Windhelm\Whwallwulfharth.nif,architecture/windhelm/whwallwulfharth.nif,whwallwulfharth
WHwallolaf,00078A9C,Architecture\Windhelm\WHwallolaf.nif,architecture/windhelm/whwallolaf.nif,whwallolaf
WHwallharald,00078AA1,Architecture\Windhelm\WHwallharald.nif,architecture/windhelm/whwallharald.nif,whwallharald
BoneMammothRibsBrokenSnow,00078DB9,Clutter\Bones\MammothRibcageBroken.nif,clutter/bones/mammothribcagebroken.nif,mammothribcagebroken
BoneMammothSkull3Snow,00078DBB,Clutter\Bones\MammothSkull3.nif,clutter/bones/mammothskull3.nif,mammothskull3
XMarkerSnow,00078DC0,MarkerX.nif,markerx.nif,markerx
DweTrapThresherGrooveSmall,00078DED,Traps\SpinningRailBlade\SpinningRailBladeGrooveSmall01.nif,traps/spinningrailblade/spinningrailbladegroovesmall01.nif,spinningrailbladegroovesmall01
DwetrapThesherGrooveDouble,00078DF0,Traps\SpinningRailBlade\SpinningRailBladeDoubleGroove01.nif,traps/spinningrailblade/spinningrailbladedoublegroove01.nif,spinningrailbladedoublegroove01
RoadChunkL03ice,00078E28,Landscape\Roads\RoadChunkL03.nif,landscape/roads/roadchunkl03.nif,roadchunkl03
RTNorthGate01,00078ED7,Architecture\Riften\RTNorthGate01.nif,architecture/riften/rtnorthgate01.nif,rtnorthgate01
1stPersonWabbajack,00078F6C,Weapons\Wabbajack\Wabbajack.nif,weapons/wabbajack/wabbajack.nif,wabbajack
WHIntWoodRoofCutbackCorner01,0007902E,Architecture\Windhelm\InteriorKits\Wood\WHIntWoodRoofCutbackCorner01.nif,architecture/windhelm/interiorkits/wood/whintwoodroofcutbackcorner01.nif,whintwoodroofcutbackcorner01
WHIntWoodRoofCutbackCorner02,0007902F,Architecture\Windhelm\InteriorKits\Wood\WHIntWoodRoofCutbackCorner02.nif,architecture/windhelm/interiorkits/wood/whintwoodroofcutbackcorner02.nif,whintwoodroofcutbackcorner02
WHIntWoodRoofLeft01,00079030,Architecture\Windhelm\InteriorKits\Wood\WHIntWoodRoofLeft01.nif,architecture/windhelm/interiorkits/wood/whintwoodroofleft01.nif,whintwoodroofleft01
WHIntWoodRoofLeftCorner01,00079031,Architecture\Windhelm\InteriorKits\Wood\WHIntWoodRoofLeftCorner01.nif,architecture/windhelm/interiorkits/wood/whintwoodroofleftcorner01.nif,whintwoodroofleftcorner01
WHIntWoodRoofLeftCorner02,00079032,Architecture\Windhelm\InteriorKits\Wood\WHIntWoodRoofLeftCorner02.nif,architecture/windhelm/interiorkits/wood/whintwoodroofleftcorner02.nif,whintwoodroofleftcorner02
WHIntWoodRoofRight01,00079033,Architecture\Windhelm\InteriorKits\Wood\WHIntWoodRoofRight01.nif,architecture/windhelm/interiorkits/wood/whintwoodroofright01.nif,whintwoodroofright01
WHIntWoodRoofRightCorner01,00079034,Architecture\Windhelm\InteriorKits\Wood\WHIntWoodRoofRightCorner01.nif,architecture/windhelm/interiorkits/wood/whintwoodroofrightcorner01.nif,whintwoodroofrightcorner01
WHIntWoodRoofRightCorner02,00079035,Architecture\Windhelm\InteriorKits\Wood\WHIntWoodRoofRightCorner02.nif,architecture/windhelm/interiorkits/wood/whintwoodroofrightcorner02.nif,whintwoodroofrightcorner02
WHIntWoodRoofRightWindow01,00079036,Architecture\Windhelm\InteriorKits\Wood\WHIntWoodRoofRightWindow01.nif,architecture/windhelm/interiorkits/wood/whintwoodroofrightwindow01.nif,whintwoodroofrightwindow01
WHIntWoodWallStone01,00079037,Architecture\Windhelm\InteriorKits\Wood\WHIntWoodWallStone01.nif,architecture/windhelm/interiorkits/wood/whintwoodwallstone01.nif,whintwoodwallstone01
WHIntWoodWallStoneWindow01,00079038,Architecture\Windhelm\InteriorKits\Wood\WHIntWoodWallStoneWindow01.nif,architecture/windhelm/interiorkits/wood/whintwoodwallstonewindow01.nif,whintwoodwallstonewindow01
WHIntWoodWallStoneWindow02,00079039,Architecture\Windhelm\InteriorKits\Wood\WHIntWoodWallStoneWindow02.nif,architecture/windhelm/interiorkits/wood/whintwoodwallstonewindow02.nif,whintwoodwallstonewindow02
WHIntWoodWallWindow01,0007903A,Architecture\Windhelm\InteriorKits\Wood\WHIntWoodWallWindow01.nif,architecture/windhelm/interiorkits/wood/whintwoodwallwindow01.nif,whintwoodwallwindow01
WHIntWoodWallWindow02,0007903B,Architecture\Windhelm\InteriorKits\Wood\WHIntWoodWallWindow02.nif,architecture/windhelm/interiorkits/wood/whintwoodwallwindow02.nif,whintwoodwallwindow02
WHIntWoodWallWood01,0007903C,Architecture\Windhelm\InteriorKits\Wood\WHIntWoodWallWood01.nif,architecture/windhelm/interiorkits/wood/whintwoodwallwood01.nif,whintwoodwallwood01
WHIntWoodWallWood02,0007903D,Architecture\Windhelm\InteriorKits\Wood\WHIntWoodWallWood02.nif,architecture/windhelm/interiorkits/wood/whintwoodwallwood02.nif,whintwoodwallwood02
WHIntWoodWallWoodSupport01,0007903E,Architecture\Windhelm\InteriorKits\Wood\WHIntWoodWallWoodSupport01.nif,architecture/windhelm/interiorkits/wood/whintwoodwallwoodsupport01.nif,whintwoodwallwoodsupport01
WHIntWoodBackWall01,0007903F,Architecture\Windhelm\InteriorKits\Wood\WHIntWoodBackWall01.nif,architecture/windhelm/interiorkits/wood/whintwoodbackwall01.nif,whintwoodbackwall01
WHIntWoodBackWallWindow01,00079040,Architecture\Windhelm\InteriorKits\Wood\WHIntWoodBackWallWindow01.nif,architecture/windhelm/interiorkits/wood/whintwoodbackwallwindow01.nif,whintwoodbackwallwindow01
WHIntWoodFloorMid01,00079042,Architecture\Windhelm\InteriorKits\Wood\WHIntWoodFloorMid01.nif,architecture/windhelm/interiorkits/wood/whintwoodfloormid01.nif,whintwoodfloormid01
WHIntWoodLogHorizontal01,00079043,Architecture\Windhelm\InteriorKits\Wood\WHIntWoodLogHorizontal01.nif,architecture/windhelm/interiorkits/wood/whintwoodloghorizontal01.nif,whintwoodloghorizontal01
WHIntWoodLogHorizontalShort01,00079044,Architecture\Windhelm\InteriorKits\Wood\WHIntWoodLogHorizontalShort01.nif,architecture/windhelm/interiorkits/wood/whintwoodloghorizontalshort01.nif,whintwoodloghorizontalshort01
